id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3257364,Cozy apartment in Sagrada Familia,16473035,Eloy,Eixample,la Sagrada Família,41.40262,2.17671,Entire home/apt,99,3,190,2019-10-20,2.90,2,311
3261260,Charming Studio in the Old City,1820272,Rosa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38721,2.17814,Entire home/apt,40,31,175,2019-04-01,2.66,6,328
3261538,The Claris Suites II,2320210,Jaireh & Patrick,Eixample,la Dreta de l'Eixample,41.39361,2.16456,Entire home/apt,127,1,20,2019-08-19,0.30,53,121
3262748,Se alquila habitación,16499274,Jaime Andres,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.16811,Private room,200,1,0,,,1,365
3269446,SINGLE ROOM IN A BEAUTIFUL APPARTMENT,16460237,Jose Luis,Eixample,la Nova Esquerra de l'Eixample,41.37849,2.15236,Private room,25,3,1,2017-11-01,0.04,2,0
3270895,SAGRADA FAMILIA -COMFORTABLE BUDGET,2397234,Alicia,Eixample,la Sagrada Família,41.40201,2.17592,Entire home/apt,127,2,180,2019-10-26,2.76,3,246
3271898,Enjoy central Barcelona,16543560,Luisa,Sants-Montjuïc,la Font de la Guatlla,41.37062,2.14678,Private room,86,6,0,,,1,160
3275071,B&B Terrace Bedroom,180072,Marisa,Eixample,la Sagrada Família,41.40433,2.17222,Private room,100,4,3,2015-09-29,0.05,1,130
3281680,Cosy Central Quiet B&B  Sagrada Familia Barcelona,5077282,Fabrice,Eixample,la Sagrada Família,41.40192,2.17657,Private room,52,2,48,2019-10-14,0.89,1,365
3281769,Stunning design apartment HUTB 010831,2509252,Montaber,Eixample,la Dreta de l'Eixample,41.3945,2.17448,Entire home/apt,100,1,113,2019-11-03,1.72,24,326
3282426,Large apartment with great terrace,9478280,Pia Hankö,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38409,2.18488,Entire home/apt,225,3,74,2019-09-12,1.18,29,273
3285382,Big room in Artist's house+workshop,762513,Marcela,Eixample,l'Antiga Esquerra de l'Eixample,41.38663,2.16036,Private room,32,31,14,2019-10-31,0.22,4,337
3286722,High & bright apartment in Sagrada Familia -6pers.,6057270,Alex,Eixample,la Dreta de l'Eixample,41.39802,2.17587,Entire home/apt,79,2,325,2019-10-26,5.03,9,333
3290143,Modern Apt in the bohemian Gràcia,9667715,Romina,Gràcia,la Vila de Gràcia,41.40704,2.15854,Entire home/apt,85,3,196,2019-10-31,3.02,4,291
3291065,Marina double room,16626768,Jose  Y Belkys,Horta-Guinardó,el Baix Guinardó,41.41096,2.16777,Private room,35,2,192,2019-11-07,4.55,2,171
3292049,Stay in a Renovated Typical House of Gracia with a Large Inner Courtyard.,16631497,Cristina,Gràcia,la Vila de Gràcia,41.40046,2.15889,Entire home/apt,195,2,199,2019-11-05,3.10,1,131
3292332,Single room near the beach,16633161,Mcarmen,Sant Martí,el Parc i la Llacuna del Poblenou,41.40041,2.19487,Private room,33,3,2,2015-09-07,0.04,1,0
3296173,Stylish Historic Apartment next to Sagrada Familia,16651888,Juan,Eixample,la Dreta de l'Eixample,41.40138,2.17012,Entire home/apt,120,4,182,2019-11-02,2.88,1,285
3297035,"3 bedrooms, close to Plaza Cataluña - ATU4",1275637,Jerome & Co,Eixample,l'Antiga Esquerra de l'Eixample,41.38358,2.15891,Entire home/apt,169,1,128,2019-11-01,2.01,32,320
3297639,"Incredible, terrace, near Diagonal - ATU 15",1275637,Jerome & Co,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.3936,2.14416,Entire home/apt,102,1,124,2019-10-30,2.21,32,4
3300531,Room in Artist's atelier. Central,3390554,Jura,Eixample,la Dreta de l'Eixample,41.39579,2.17362,Private room,50,2,116,2019-09-23,1.79,1,365
3306780,Super room B with 4 palm tree view!,16699580,Constance,Ciutat Vella,el Raval,41.38286,2.16924,Private room,35,2,279,2019-10-24,4.28,3,144
3308296,Charming with terrace in Gracia - ATU 20,1275637,Jerome & Co,Gràcia,la Vila de Gràcia,41.39998,2.16021,Entire home/apt,126,1,132,2019-11-08,2.37,32,339
3314300,BCN Olympic,3480461,Valencia Luxury,Sant Martí,la Vila Olímpica del Poblenou,41.39135,2.19132,Entire home/apt,320,3,13,2017-05-21,0.20,1,1
3314434,Ramblas 3 bedrooms Attic Pz.Reial Gothic,16736075,Xavier,Ciutat Vella,el Barri Gòtic,41.37958,2.17608,Entire home/apt,235,3,189,2019-11-02,2.92,1,167
3315148,Lovely Dipùtacion,1391607,Aline,Eixample,la Nova Esquerra de l'Eixample,41.37969,2.15192,Entire home/apt,170,3,20,2019-09-07,0.49,88,0
3318625,Nice and quiet apartment.,16755009,Tse,Sant Andreu,Sant Andreu,41.4375,2.18556,Entire home/apt,82,3,163,2019-11-05,2.56,1,303
3319851,Between the center and the beach!,20731634,Claudio,Sant Martí,Provençals del Poblenou,41.41391,2.2079,Entire home/apt,71,1,217,2019-10-11,3.43,6,215
3322110,Air conditioned room,16773140,Alexis,Ciutat Vella,el Raval,41.3784,2.16607,Private room,27,1,211,2019-11-02,3.60,2,292
3326883,Alquilo 2 habitaciones,5686988,Marian,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,41.40579,2.13649,Private room,60,1,0,,,1,0
3328222,Terrace Penthouse Sagrada Familia !,10881674,Ivan,Eixample,la Sagrada Família,41.40579,2.17629,Entire home/apt,105,3,115,2019-11-03,2.08,1,257
3329286,Habitación privada N#4 con baño privado,12199935,Paulo,Sant Martí,el Poblenou,41.39704,2.20536,Private room,29,1,96,2019-10-01,1.48,5,157
3330956,DOUBLE LUMINOUS ROOM WITH PRIVATE TOILET,16816011,Raquel,Horta-Guinardó,el Guinardó,41.41924,2.18045,Private room,50,2,18,2019-10-22,3.42,2,91
3331732,HABITACIÓN EN EL CENTRO DE BARCELONA. BORN,16820050,Rox,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38581,2.18302,Private room,105,5,3,2019-09-03,1.00,2,19
3331739,Authentic Penthouse  2 Terraces,7290200,Joan,Eixample,l'Antiga Esquerra de l'Eixample,41.3852,2.1585,Entire home/apt,180,3,170,2019-10-20,2.63,5,149
3342599,Room with huge terrace in Sants,13074706,Ramon,Sants-Montjuïc,Sants,41.38105,2.14011,Private room,39,2,12,2016-07-24,0.19,4,345
3345448,Espacioso Apartamento Barcelona II,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38942,2.15188,Entire home/apt,320,3,0,,,11,363
3345875,"7 MINUTES FROM ""LAS RAMBLAS"" LUXURY 3 BDRMS FLAT",12522831,Rosa Y Nicolas,Sants-Montjuïc,el Poble Sec,41.37375,2.16783,Entire home/apt,59,4,213,2019-10-25,3.30,2,258
3345894,Modern & clean 2-bedroom apartment,3654656,Artem,Nou Barris,Porta,41.43274,2.17555,Entire home/apt,48,32,8,2019-08-23,0.12,1,130
3346210,CENTRO DE BARCELONA RAMBLAS ,16890029,Maria Amalia,Ciutat Vella,el Raval,41.37716,2.17514,Private room,33,2,239,2019-11-01,3.65,1,53
3346354,Habitacion en apartamento,16703701,Marina,Nou Barris,Ciutat Meridiana,41.46401,2.17909,Private room,25,3,8,2019-08-06,0.13,3,364
3346588,Sunny Stylish Terrace next to Paseo de Gracia,16891380,Josep,Eixample,l'Antiga Esquerra de l'Eixample,41.39501,2.15516,Entire home/apt,275,4,232,2019-11-02,3.59,6,151
3349316,Central for 6 with terrace - ATU 26,1275637,Jerome & Co,Eixample,la Dreta de l'Eixample,41.38624,2.16579,Entire home/apt,162,1,113,2019-11-03,2.03,32,313
3349421,For 6 people near Las Ramblas - ATU27,1275637,Jerome & Co,Eixample,la Dreta de l'Eixample,41.38703,2.16712,Entire home/apt,155,1,128,2019-11-03,2.13,32,305
3349949,Terrace near Fira and Plaza España - ATU 28,1275637,Jerome & Co,Sants-Montjuïc,Hostafrancs,41.37245,2.14502,Entire home/apt,106,1,110,2019-10-27,1.93,32,333
3350180,"SAN&SUN, design loft in city center",1820272,Rosa,Sants-Montjuïc,el Poble Sec,41.37401,2.16641,Entire home/apt,60,2,342,2019-10-25,5.31,6,299
3350190,"Seduction In The Heart Of Eixample - hutb-010561
Cálido, Acogedor, con Carácter",16905422,Ángel (Alex),Eixample,l'Antiga Esquerra de l'Eixample,41.38696,2.15533,Entire home/apt,110,3,254,2019-11-04,3.96,1,223
3355596,Super room C next to 'Las Ramblas',16699580,Constance,Ciutat Vella,el Raval,41.38417,2.16961,Private room,29,2,273,2019-10-17,4.17,3,136
3356447,Bright for 5 near beach - ATU 31,1275637,Jerome & Co,Sant Martí,el Poblenou,41.40254,2.20099,Entire home/apt,103,1,110,2019-11-07,1.92,32,1
3357211,Single room en pleno eixample,11455414,Cristina,Eixample,l'Antiga Esquerra de l'Eixample,41.39259,2.14537,Private room,20,1,0,,,1,0
3358168,Enjoy the city and relax,16944082,Annalisa I Marc,Sant Martí,Sant Martí de Provençals,41.41772,2.19714,Entire home/apt,68,2,78,2019-09-19,1.37,1,235
3358397,Fantastic  bedrooms with garden!!!,16167019,Patricia,Sant Martí,Sant Martí de Provençals,41.41734,2.19715,Private room,50,3,37,2019-09-16,0.58,1,0
3359806,Spacious for 6 en Parralel - ATU 34,1275637,Jerome & Co,Sants-Montjuïc,el Poble Sec,41.37397,2.16709,Entire home/apt,104,1,119,2019-11-03,2.09,32,40
3362664,Room in Barcelona!,16964580,Eulàlia,Les Corts,les Corts,41.38506,2.13455,Private room,50,3,10,2019-10-15,0.16,1,0
3364803,Terrace luxery apartment II,2201772,Dimitry,Eixample,l'Antiga Esquerra de l'Eixample,41.38817,2.15287,Entire home/apt,450,3,8,2017-04-12,0.13,11,365
3365207,Modern near the Fira - ATU 36,1275637,Jerome & Co,Eixample,la Nova Esquerra de l'Eixample,41.3849,2.14755,Entire home/apt,102,1,105,2019-11-03,1.68,32,5
3365675,Big apartment in Sant Gervasi,71615,Mireia And Maria,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40219,2.14614,Entire home/apt,130,1,1,2016-04-18,0.02,30,0
3367356,BARCELONA| SUNNY APT WITH HUGE TERRACE @BEACH¤,299462,Stay U-Nique,Sant Martí,el Parc i la Llacuna del Poblenou,41.39289,2.18707,Entire home/apt,524,1,133,2019-10-24,2.05,69,263
3369132,Habitación amplia - Arco de Triumfo,11317669,Jose Maria,Eixample,la Dreta de l'Eixample,41.39216,2.17849,Private room,25,31,28,2018-12-22,0.53,2,322
3370188,Dine on the Balcony of a Penthouse in Sant-Antoni,4064440,En Ville,Eixample,Sant Antoni,41.38037,2.16073,Entire home/apt,135,3,162,2019-10-10,2.80,12,226
3374070,CAMP NOU STADIUM:MODERN AND COZY APARTMENT,17025004,Jose,Les Corts,la Maternitat i Sant Ramon,41.37741,2.11317,Entire home/apt,59,3,236,2019-11-06,3.69,1,276
3374176,Colorful Apartment with Private Leafy Balcony,4064440,En Ville,Eixample,Sant Antoni,41.38164,2.16033,Entire home/apt,110,3,115,2019-10-01,1.81,12,296
3376510,BARCELONA | LUXURIOUS 1 BEDROOM APARTMENT ¦,299462,Stay U-Nique,Sants-Montjuïc,Hostafrancs,41.37391,2.14659,Entire home/apt,162,1,2,2019-02-22,0.17,69,122
3376885,charming flat in a comercial area,17036488,Pere,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39524,2.14462,Entire home/apt,140,3,210,2019-10-07,3.25,3,331
3376932,nice exterior room in Barcelona,2996974,Cesc,Sarrià-Sant Gervasi,Sarrià,41.40392,2.1196,Private room,35,30,0,,,1,21
3378838,Quiet room to rent in central Barcelona area,14748487,Si & Le,Sants-Montjuïc,el Poble Sec,41.37242,2.16189,Private room,25,2,215,2019-10-21,3.34,1,357
3381495,Cozy double room!,1189048,Jana,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39805,2.15079,Private room,38,4,65,2019-10-21,1.00,2,364
3382429,The Dreaming Corner for great sleeper!,3933643,Adrian,Gràcia,la Vila de Gràcia,41.40094,2.16071,Private room,23,1,31,2019-11-05,7.10,1,362
3385725,Amazing views of Sagrada Familia,17035919,Alfred,Eixample,la Sagrada Família,41.40346,2.17386,Entire home/apt,115,3,196,2019-11-03,3.15,1,118
3386615,Big and Luminous double room. Balcony!,17084548,Martin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38789,2.17901,Private room,55,2,52,2019-11-04,1.28,1,350
3387950,central apartment Paseo de Gracia,17093533,Lola & Joe,Eixample,la Dreta de l'Eixample,41.39422,2.17048,Entire home/apt,190,3,221,2019-10-29,3.74,2,168
3388218,"Genuine, lightfull. Family friendly. Central",17094929,Merce & Jepis,Eixample,la Nova Esquerra de l'Eixample,41.37828,2.14908,Entire home/apt,80,4,179,2019-11-02,2.75,2,276
3389920,Cute & lovely accomodation centre Bcn!,2301748,Lia,Sants-Montjuïc,el Poble Sec,41.37348,2.16908,Entire home/apt,68,2,326,2019-10-27,5.02,1,74
3389932,BOHEMIAN FLAT WITH PATIO IN CENTRE (months only),2411278,Anna & Marcos,Sants-Montjuïc,el Poble Sec,41.37244,2.16698,Entire home/apt,30,90,16,2015-03-13,0.25,3,158
3392299,Double-bed room in Hospital de Sant Pau-Guinardó,17114176,Albert,Horta-Guinardó,el Guinardó,41.4176,2.17183,Private room,30,3,0,,,1,0
3392606,Habitación privada N#3 con baño privado,12199935,Paulo,Sant Martí,el Poblenou,41.39705,2.20533,Private room,59,1,90,2019-10-22,1.41,5,265
3393502,Sunny Apartment Sagrada Familia 4,3815137,Jose Antonio,Eixample,la Dreta de l'Eixample,41.39659,2.17536,Entire home/apt,70,3,86,2019-10-28,1.46,4,319
3393697,PRIVATE AND FULLY INDEPENDENT LOFT,17095135,Marta,Les Corts,la Maternitat i Sant Ramon,41.38284,2.12654,Private room,60,3,139,2019-10-22,2.35,1,153
3393839,Sunny Apartment Sagrada Familia 5,3815137,Jose Antonio,Eixample,la Dreta de l'Eixample,41.39773,2.17583,Entire home/apt,70,3,107,2019-11-03,1.76,4,338
3400111,Discover More,16875725,Joan,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38497,2.1799,Private room,35,5,166,2019-10-21,2.56,1,62
3404528,MODERNISM&LUXURY&DESIGN IN CENTER,9024729,"Sofia, Cristina I Josep",Eixample,Sant Antoni,41.38432,2.16319,Entire home/apt,203,3,283,2019-11-03,4.40,1,212
3407787,Stylish w/private bathroom Central.We are Gay boys,916712,Grégory & Juan,Eixample,la Nova Esquerra de l'Eixample,41.38687,2.14944,Private room,55,2,70,2019-10-15,1.28,1,157
3410851,Sunny apt next to FCB Camp Nou,17197929,Lucila,Sants-Montjuïc,Sants - Badal,41.37512,2.12879,Entire home/apt,85,3,90,2019-10-13,1.41,1,304
3413799,Lovely room/ gothic Barcelona,17211749,Suélen Y Álvaro,Ciutat Vella,el Barri Gòtic,41.3806,2.17763,Private room,29,1,179,2019-10-11,2.79,5,347
3417146,"Large, light and quiet room (20m2) ",8407080,Mariona,Sant Martí,el Clot,41.40856,2.18718,Private room,20,32,1,2019-03-31,0.13,1,177
3417599,Lovely room in downtown Barcelona,17211749,Suélen Y Álvaro,Ciutat Vella,el Barri Gòtic,41.38026,2.17535,Private room,28,1,186,2019-10-26,2.90,5,349
3419076,Great centric apt. in Poble Sec!,13055462,Diego,Sants-Montjuïc,el Poble Sec,41.37398,2.16647,Private room,38,2,71,2019-08-27,1.11,3,336
3419405,IDEAL FLAT IN PLAZA SAGRADA FAMILIA,1771095,Hans,Eixample,la Sagrada Família,41.40318,2.17164,Entire home/apt,180,4,207,2019-10-30,3.17,2,33
3420035,Bed in Superior Mixed Shared Dorm,3041368,Don Moustache,Eixample,la Dreta de l'Eixample,41.39337,2.17333,Shared room,47,1,129,2019-09-20,2.01,2,362
3430458,Cozy Room With Balcony!,14530430,Lu,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40532,2.16881,Private room,20,5,107,2019-10-12,1.68,2,16
3430714,Spacious and central apartment,17026299,Daniel,Eixample,la Dreta de l'Eixample,41.39456,2.17372,Entire home/apt,260,1,325,2019-11-04,5.02,1,321
3431107,"La Rambla ""gluten free friendly""",6439746,Cristina,Ciutat Vella,el Barri Gòtic,41.37822,2.17899,Private room,68,3,115,2019-10-27,1.78,1,338
3431537,Double room with air conditioning,16773140,Alexis,Ciutat Vella,el Raval,41.37851,2.16553,Private room,28,1,257,2019-10-30,4.35,2,24
3431564,Flat near Sagrada Familia and metro Hospital S Pau,17293819,Josefina,Sant Martí,el Camp de l'Arpa del Clot,41.41056,2.17765,Entire home/apt,120,2,75,2019-10-21,1.37,1,189
3431763,Fantastic in the center,2262273,Rosa,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38681,2.18063,Entire home/apt,65,32,3,2018-06-20,0.09,15,282
3432115,Quite flat in the heart of Gràcia,8449363,Eva,Gràcia,la Vila de Gràcia,41.40111,2.15749,Private room,45,3,28,2019-09-04,0.43,1,288
3435695,Lovely room/ Barcelona center,17211749,Suélen Y Álvaro,Ciutat Vella,el Barri Gòtic,41.38123,2.17857,Private room,31,1,161,2019-10-22,2.48,5,365
3436535,Super Room A with 4 palm tree view,16699580,Constance,Ciutat Vella,el Raval,41.3851,2.16997,Private room,35,2,273,2019-10-25,4.20,3,323
3437045,Cozy double room by Plaza España,2100232,Valentina,Sants-Montjuïc,Hostafrancs,41.37336,2.14673,Private room,60,3,73,2019-11-01,2.33,1,64
3441799,"Cozy, with terrace, Wifi and A/C",2041901,Dani,Gràcia,la Vila de Gràcia,41.40174,2.15956,Entire home/apt,95,3,92,2019-10-01,1.44,15,314
3443825,Habitavión doble grande y luminosa,17355683,Conchi,Ciutat Vella,la Barceloneta,41.38002,2.19023,Private room,40,2,154,2019-10-30,2.39,1,140
3444281,Habitación tranquila en piso amplio,17357664,Charly,Eixample,la Nova Esquerra de l'Eixample,41.38185,2.149,Private room,25,2,6,2017-12-07,0.24,1,0
3444310,Casa Sagrera B&W | Eixample | BCN,6283549,Ana Y Pablo,Eixample,la Dreta de l'Eixample,41.39107,2.17412,Entire home/apt,195,3,220,2019-10-26,3.44,2,261
3445203,spacious centric PRIVATE LOFT,17034680,Marc,Ciutat Vella,el Barri Gòtic,41.38205,2.17525,Private room,60,1,136,2019-10-30,2.11,2,95
3445276,Very big and very centric room,17034680,Marc,Ciutat Vella,el Barri Gòtic,41.38242,2.1762,Private room,50,1,94,2019-10-30,1.50,2,0
3450748,"For traving and studying, cheap, Camp Nou, UPC",9003091,Liyuan,Les Corts,la Maternitat i Sant Ramon,41.37965,2.12716,Private room,14,1,2,2016-12-19,0.03,2,0
3451150,"Comfortable, cheap, Camp Nou, UPC",9003091,Liyuan,Les Corts,la Maternitat i Sant Ramon,41.37909,2.12731,Private room,18,1,29,2017-01-02,0.45,2,0
3453772,Poble Sec Oasis Double Bedroom,7106074,Mina,Sants-Montjuïc,el Poble Sec,41.37377,2.16693,Private room,28,30,42,2019-03-10,0.65,3,296
3454239,BARCELONA | LUXURIOUS APT WITH 2 BALCONIES¦,299462,Stay U-Nique,Sants-Montjuïc,la Font de la Guatlla,41.37175,2.14772,Entire home/apt,183,1,10,2019-10-12,0.76,69,121
3455148,Sunny room with private bathroom and balcony.,3183711,Nora,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38701,2.1795,Private room,54,4,122,2019-10-29,1.90,1,325
3455823,Cozy Apartment Sagrada Familia,4979782,Silvina,Eixample,la Sagrada Família,41.40235,2.17523,Entire home/apt,90,3,298,2019-10-25,4.61,1,135
3457072,Double room,17421846,Barbara,Eixample,el Fort Pienc,41.39701,2.1844,Private room,36,3,60,2019-10-16,0.94,1,0
3457230,URGELL-Jto. a Pl. Francesc Maciá- Min 32 noches,2337603,Rosa,Eixample,la Nova Esquerra de l'Eixample,41.38983,2.14657,Entire home/apt,200,32,0,,,5,365
3473374,BRIGHT Double Room with BALCONY.   BEST LOCATION!!,17495632,Carlos,Ciutat Vella,el Raval,41.37885,2.173,Private room,50,5,90,2019-10-23,1.38,2,2
3474270,BARCELONA | LUXURIOUS 1 BEDROOM APT WITH BALCONY¦,299462,Stay U-Nique,Sants-Montjuïc,la Font de la Guatlla,41.37272,2.148,Entire home/apt,173,1,15,2019-04-23,0.82,69,126
3475121,BARCELONA | DUPLEX WITH TERRACE FOR 4 ¦,299462,Stay U-Nique,Sants-Montjuïc,la Font de la Guatlla,41.37256,2.14639,Entire home/apt,166,1,8,2019-06-01,0.45,69,129
3477316,TripApps,11357227,Puntemon,Sant Martí,la Verneda i la Pau,41.4224,2.20646,Entire home/apt,90,3,169,2019-11-04,2.63,1,343
3478247,Rustic house in barcelona,10485517,Óscar,Sants-Montjuïc,la Font de la Guatlla,41.37074,2.14493,Private room,59,3,149,2019-10-27,2.34,2,52
3480503,APARTMENT VILADOMAT LAS ARENAS,17532317,Hospitality Apartment Management Sl,Eixample,Sant Antoni,41.37976,2.15625,Entire home/apt,100,2,235,2019-10-25,3.70,9,247
3480649,APARTMENTS CITY CENTER BARCELONA,17532602,Vadim,Eixample,l'Antiga Esquerra de l'Eixample,41.38376,2.15832,Entire home/apt,150,3,141,2019-10-23,2.22,1,326
3481102,Triple or Double Bedroom,3041368,Don Moustache,Eixample,la Dreta de l'Eixample,41.39326,2.17372,Private room,69,1,2,2018-02-27,0.07,2,347
3481808,Apat. close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.40409,2.17788,Entire home/apt,60,1,10,2019-10-20,0.17,30,64
3484819,Luxury & Stylish - Paseo de Gracia,16891380,Josep,Eixample,la Dreta de l'Eixample,41.39041,2.16618,Entire home/apt,331,4,244,2019-10-27,3.76,6,133
3485918,Artist's House in Pl Universitat,762513,Marcela,Eixample,l'Antiga Esquerra de l'Eixample,41.38727,2.16053,Private room,30,31,20,2019-10-01,0.35,4,364
3486077,Sagrada Familia view in BCN center,16891380,Josep,Eixample,la Dreta de l'Eixample,41.39481,2.1736,Entire home/apt,202,4,237,2019-10-20,3.65,6,125
3487140,Great location bedroom w/ balcony & bathroom,5632902,Sarah & Daniel,Eixample,la Dreta de l'Eixample,41.3934,2.17457,Private room,65,2,79,2018-11-02,1.24,1,0
3488858,Amazing Apartment Plaza Catalunya,2237595,Mariona,Eixample,la Dreta de l'Eixample,41.38718,2.16685,Entire home/apt,120,2,172,2019-11-01,2.66,1,289
3491072,AMAZING 3 BEDRMS APARTMENT BIG TERRACE CITY CENTER,12522831,Rosa Y Nicolas,Eixample,la Nova Esquerra de l'Eixample,41.3791,2.14974,Entire home/apt,69,4,190,2019-10-29,2.95,2,266
3491453,ELEGANCE: Apartment design.,3601196,Mar,Eixample,la Sagrada Família,41.4086,2.17338,Entire home/apt,100,3,53,2019-10-15,0.84,5,285
3491839,CONFORT : Near Sagrada Familia.,3601196,Mar,Sant Martí,el Camp de l'Arpa del Clot,41.40813,2.18113,Entire home/apt,140,3,18,2019-06-06,0.29,5,212
3495408,Apartment for groups near Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.40246,2.17367,Entire home/apt,75,1,3,2019-10-13,0.23,30,70
3496538,Park Güell-Habitación  Desktop con Balcón,6611013,Maria,Gràcia,Vallcarca i els Penitents,41.41013,2.14703,Private room,13,25,42,2018-08-27,0.74,2,0
3496888,Grand Marina,9937293,Mercé,Eixample,el Fort Pienc,41.39675,2.18257,Entire home/apt,160,2,234,2019-11-03,3.71,4,83
3498518,Sagrada Familia - Castillejos 1,135703,Nick,Eixample,la Sagrada Família,41.40953,2.17596,Entire home/apt,180,2,182,2019-10-31,2.83,14,335
3498972,"Cozy room, 32m,  Arc de Triomf",17617924,Ale,Ciutat Vella,el Raval,41.37736,2.17296,Private room,35,1,2,2014-07-29,0.03,1,0
3501634,"LOVELY LOFT- ATTIC &TERRACE, GRACIA",17630005,Xavi & Luna,Gràcia,la Vila de Gràcia,41.4063,2.15973,Entire home/apt,141,3,241,2019-11-05,3.73,1,230
3502018,Beginning of Las Ramblas !,3744544,Marta+Paul,Eixample,la Dreta de l'Eixample,41.38753,2.16993,Entire home/apt,121,3,90,2019-11-03,1.46,34,322
3503002,Luxury near Plaza Catalunya - ATU12,1275637,Jerome & Co,Eixample,l'Antiga Esquerra de l'Eixample,41.38417,2.15944,Entire home/apt,475,1,168,2019-11-05,2.65,32,24
3507362,ACÀCIES - 3,9937293,Mercé,Sant Andreu,el Congrés i els Indians,41.42495,2.17769,Entire home/apt,84,2,13,2019-09-29,0.34,4,253
3507552,near beach/barcelona center,17211749,Suélen Y Álvaro,Ciutat Vella,el Barri Gòtic,41.38122,2.17734,Private room,37,1,156,2019-10-17,2.91,5,349
3508191,ACACIES 1 ,9937293,Mercé,Sant Andreu,el Congrés i els Indians,41.42554,2.17775,Entire home/apt,80,2,12,2019-09-26,0.20,4,295
3510269,Acàcies - 2 ,9937293,Mercé,Sant Andreu,el Congrés i els Indians,41.42512,2.17866,Entire home/apt,80,2,47,2019-11-02,0.80,4,292
3512999,Centric Rambla-Port-Fira-Montjuic,17688149,Ana,Sants-Montjuïc,el Poble Sec,41.3726,2.17229,Entire home/apt,157,3,246,2019-10-24,3.81,2,147
3515542,Lovely & Quiet apartment BCN Center,17701714,Sonia,Sants-Montjuïc,el Poble Sec,41.37253,2.16286,Entire home/apt,82,2,264,2019-10-16,4.06,1,124
3518018,"",17713529,Anna,Eixample,Sant Antoni,41.38122,2.16101,Private room,60,1,0,,,1,0
3524968,"Cosy room, beach 10min walk, 20mt to metro llacuna",8521025,Giampaolo,Sant Martí,el Poblenou,41.39804,2.19706,Private room,37,1,23,2019-09-27,0.77,1,90
3525106,Romantic Apartment with Terrace (52) HUTB: 004806,17751441,Oswaldo,Eixample,Sant Antoni,41.38274,2.16216,Entire home/apt,149,4,58,2019-10-20,1.09,8,352
3525730,"1-3 pers. suite-studio, private bathroom WIFI FREE",1361670,Nina Termi,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3864,2.17569,Private room,95,3,27,2019-10-20,0.58,2,82
3528944,Large Apartment in La Rambla,2108468,Pau,Ciutat Vella,el Barri Gòtic,41.37796,2.17601,Entire home/apt,400,1,17,2018-08-27,0.27,11,99
3532028,Bonita habitación individual,17781371,Laura,Gràcia,la Vila de Gràcia,41.40207,2.15702,Private room,40,1,0,,,1,0
3535864,100% RECOMENDED. GOOD HOST. WALK EVERYWHERE. WIFI,8843962,Eduard,Eixample,la Dreta de l'Eixample,41.3901,2.17499,Entire home/apt,110,3,394,2019-11-02,6.23,5,338
3536281,Amazing flat BCN near stadium FC Barcelona,17625119,Paula,Sants-Montjuïc,Sants,41.37557,2.13165,Entire home/apt,125,2,137,2019-10-30,2.14,1,280
3536663,Cozy apartment near Sagrada Familia,2009899,Goldy,Sant Martí,el Camp de l'Arpa del Clot,41.41047,2.18199,Entire home/apt,104,3,121,2019-11-06,1.90,1,320
3536717,Cozy room in the middle of Eixample,14841172,Eli,Eixample,la Nova Esquerra de l'Eixample,41.38722,2.14819,Private room,20,31,36,2017-10-08,0.67,1,221
3539908,Quiet and sunny apartment,17820109,Montse,Gràcia,la Vila de Gràcia,41.39967,2.16323,Entire home/apt,90,2,245,2019-10-23,3.81,1,138
3543365,Luxury twin apart. Sagrada Familia,2509252,Montaber,Eixample,la Sagrada Família,41.40493,2.17839,Entire home/apt,90,1,149,2019-10-30,2.32,24,335
3543704,Sensational design Sagrada Familia,2509252,Montaber,Eixample,la Sagrada Família,41.40337,2.17819,Entire home/apt,90,1,118,2019-11-03,1.85,24,350
3546336,Beautiful flat in Bcn city center,1703231,Andrea,Ciutat Vella,el Raval,41.38025,2.16451,Private room,190,3,9,2017-03-03,0.14,1,0
